"","name","buf_width","area_ha","prop.hs"
"361","2001NORTH_FORK",30,320.550114697556,0.649346936499308
"362","1987FRIENDLY",NA,NA,NA
"363","2006BASSETTS",30,188.110108862767,0.67141405627007
"364","1987QUAKING",NA,NA,NA
"365","2009BACKBONE",NA,NA,NA
"366","1987BLAKE",NA,NA,NA
"367","1992RAINBOW",30,560.619749767515,0.64436829907917
"368","1996KAWEAH",30,291.774925508481,0.630360406062707
"369","2006UNCLES",NA,NA,NA
"370","1999HORTON2",30,191.007964788247,0.497261173794421
"371","1988WALKER",30,198.875041221358,0.672875371137625
"372","1994BIG_CREEK",30,348.091810939555,0.613334319791316
"373","1987PEANUT",NA,NA,NA
"374","1985OWENS",30,185.629096270283,0.62218551628054
"375","1987CLAVEY_CMPLX",30,467.406965891152,0.597905952908387
"376","1987CHINA_SHF",NA,NA,NA
"377","2002STANZA",NA,NA,NA
"378","2007CHINA",NA,NA,NA
"379","1991ILL",30,132.989437272582,0.5069160748569
"380","2009CHALK",NA,NA,NA
"381","2006TITUS",NA,NA,NA
"382","1989BALCH",30,323.26630754734,0.530710411449869
"383","1985TRELOAR_CMPLX",NA,NA,NA
"384","2009BIG_MEADOW",30,309.802082590762,0.580186289245104
"385","2008CAREY",NA,NA,NA
"386","2008TELEPHONE",NA,NA,NA
"387","2008NORTHMOUNTAIN",30,94.2954415638592,0.543708986037323
"388","1990STEAMBOAT",30,244.763669158065,0.679050289910733
"389","1987SLATER",NA,NA,NA
"390","2003TUOLUMNE",30,84.5217662895597,0.462398140650918
"391","1999LOOKOUT",30,69.3396435521327,0.540660163426209
"392","1996BOREL",30,73.2059998423277,0.526472288053168
"393","2001HIGHWAY",30,67.6088273199495,0.365018969106306
"394","1999SHEEP2",NA,NA,NA
"395","1990KIRCH",30,83.5886958260511,0.4646138665698
"396","1988OBELISK",30,122.57951868565,0.400704487954604
"397","2008OLIVER",30,56.0870788132969,0.473908555610021
"398","2001SWILLUP2",NA,NA,NA
"399","1987CHINA_KNF",NA,NA,NA
"400","1999PIDGEN",30,81.7451089278031,0.465545276556219
"401","2003LOMA",NA,NA,NA
"402","2006RUSH",NA,NA,NA
"403","2005WOOLEY",NA,NA,NA
"404","1987BEAR",NA,NA,NA
"405","2001MCLAUGHLIN",30,36.1394120048333,0.416113144438211
"406","1999SUGAR",NA,NA,NA
"407","1987KELSEY",NA,NA,NA
"408","1996CASTLE_COMPLEX",30,16.2579825124524,0.316364698884916
"409","1987THOMPSON",NA,NA,NA
"410","2008HIDDEN",30,19.0601237760537,0.256702028069334
