"","name","width","area_ha","prop.hs","q","q.name"
"2367","2009GOOSE",60,232.670338270232,0.586618148549373,-0.00359574654170643,"-0.0036"
"2368","2009GOOSE",70,215.979466117791,0.544536426433307,-0.00359574654170643,"-0.0036"
"2369","2009GOOSE",80,200.664778961996,0.505924399254702,-0.00359574654170643,"-0.0036"
"2370","2009GOOSE",90,186.574722391036,0.470399961717621,-0.00359574654170643,"-0.0036"
"2371","2009GOOSE",100,173.363520469839,0.43709132913153,-0.00359574654170643,"-0.0036"
"2372","2009GOOSE",110,161.022102073654,0.405975630998857,-0.00359574654170643,"-0.0036"
"2373","2009GOOSE",120,149.468840175614,0.376847065859357,-0.00359574654170643,"-0.0036"
"2374","2009GOOSE",130,138.947820775948,0.350321033504017,-0.00359574654170643,"-0.0036"
"2375","2009GOOSE",140,129.351703029112,0.326126901721853,-0.00359574654170643,"-0.0036"
"2376","2009GOOSE",150,120.457197748465,0.303701704514568,-0.00359574654170643,"-0.0036"
"2377","2009GOOSE",160,112.032855728943,0.282461902505516,-0.00359574654170643,"-0.0036"
"2378","2009GOOSE",170,104.111272979607,0.262489678110504,-0.00359574654170643,"-0.0036"
"2379","2009GOOSE",180,97.0231942891448,0.244618918867692,-0.00359574654170643,"-0.0036"
"2380","2009GOOSE",190,90.3139776166693,0.22770336232583,-0.00359574654170643,"-0.0036"
"2381","2009GOOSE",200,83.9031790128385,0.211540189849009,-0.00359574654170643,"-0.0036"
"2382","2009GOOSE",210,77.7786074826053,0.196098664992708,-0.00359574654170643,"-0.0036"
"2383","2009GOOSE",220,71.8628098762318,0.181183509649559,-0.00359574654170643,"-0.0036"
"2384","2009GOOSE",230,66.1247954962592,0.166716588782234,-0.00359574654170643,"-0.0036"
"2385","2009GOOSE",240,60.5623673341948,0.152692363201407,-0.00359574654170643,"-0.0036"
"2386","2009GOOSE",250,55.2072056586096,0.139190706519815,-0.00359574654170643,"-0.0036"
"2387","2009GOOSE",260,50.1968894306713,0.126558488545101,-0.00359574654170643,"-0.0036"
"2388","2009GOOSE",270,45.5060576198267,0.114731767990639,-0.00359574654170643,"-0.0036"
"2389","2009GOOSE",280,40.9236755204163,0.103178475366034,-0.00359574654170643,"-0.0036"
"2390","2009GOOSE",290,36.6355815869649,0.0923671543237897,-0.00359574654170643,"-0.0036"
"2391","2009GOOSE",300,33.0076327532404,0.0832202186048088,-0.00359574654170643,"-0.0036"
"2392","2009GOOSE",310,29.5247551553391,0.0744390425284154,-0.00359574654170643,"-0.0036"
"2393","2009GOOSE",320,26.1651153584688,0.0659685787293562,-0.00359574654170643,"-0.0036"
"2394","2009GOOSE",330,22.9260286994813,0.0578020585230745,-0.00359574654170643,"-0.0036"
"2395","2009GOOSE",340,19.8112998787199,0.0499490744785579,-0.00359574654170643,"-0.0036"
"2396","2009GOOSE",350,16.8046383502416,0.0423685541928046,-0.00359574654170643,"-0.0036"
"2397","2009GOOSE",360,14.1154593828193,0.0355884841644756,-0.00359574654170643,"-0.0036"
"2398","2009GOOSE",370,11.9007810015877,0.0300047447790044,-0.00359574654170643,"-0.0036"
"2399","2009GOOSE",380,9.91348360190958,0.0249942877956042,-0.00359574654170643,"-0.0036"
"2400","2009GOOSE",390,8.05033116219439,0.0202968302564246,-0.00359574654170643,"-0.0036"
"2401","2009GOOSE",400,6.28368213434799,0.0158426811390234,-0.00359574654170643,"-0.0036"
"2402","2009GOOSE",410,4.6282469061521,0.0116689288858255,-0.00359574654170643,"-0.0036"
"2403","2009GOOSE",420,3.16759727470815,0.00798627819280165,-0.00359574654170643,"-0.0036"
"2404","2009GOOSE",430,1.89009915029962,0.0047653967083494,-0.00359574654170643,"-0.0036"
"2405","2009GOOSE",440,0.902090081889871,0.00227438709032338,-0.00359574654170643,"-0.0036"
"2406","2009GOOSE",450,0.33045335018019,0.000833152751252273,-0.00359574654170643,"-0.0036"
"2407","2009GOOSE",460,0.0468124669716929,0.000118025541666033,-0.00359574654170643,"-0.0036"
"2408","2009GOOSE",470,0,0,-0.00359574654170643,"-0.0036"
"2409","2009GROUSE",0,75.1500000654586,1,-0.0105832414734435,"-0.0106"
"2410","2009GROUSE",10,58.8425592358308,0.783001452888578,-0.0105832414734435,"-0.0106"
"2411","2009GROUSE",20,46.0182612842167,0.612352112363713,-0.0105832414734435,"-0.0106"
"2412","2009GROUSE",30,36.5840978323057,0.48681434198855,-0.0105832414734435,"-0.0106"
"2413","2009GROUSE",40,29.6046870156638,0.393941277310406,-0.0105832414734435,"-0.0106"
"2414","2009GROUSE",50,23.8525567730986,0.317399291448066,-0.0105832414734435,"-0.0106"
"2415","2009GROUSE",60,18.9946609589663,0.252756632633681,-0.0105832414734435,"-0.0106"
"2416","2009GROUSE",70,14.5819967086437,0.19403854552152,-0.0105832414734435,"-0.0106"
"2417","2009GROUSE",80,10.737749568782,0.142884225674372,-0.0105832414734435,"-0.0106"
"2418","2009GROUSE",90,7.5376531265488,0.100301438722331,-0.0105832414734435,"-0.0106"
"2419","2009GROUSE",100,5.19005409598629,0.0690625960274857,-0.0105832414734435,"-0.0106"
